"","order_id","quantity","item_name","choice_description","item_price","Calories","TotalFat.g.","SaturatedFat.g.","TransFat.g.","Cholesterol.mg.","Sodium.mg.","Carbohydrates.g.","DietaryFiber.g.","Sugar.g.","Protein.g.","VitaminA..DV.","VitaminC..DV.","Calcium...DV.","Iron..DV.","Calories.Share","TotalFat.g..Share","SaturatedFat.g..Share","TransFat.g..Share","Cholesterol.mg..Share","Sodium.mg..Share","Carbohydrates.g..Share","DietaryFiber.g..Share","Sugar.g..Share","Protein.g..Share","VitaminA..DV..Share","VitaminC..DV..Share","Calcium...DV..Share","Iron..DV..Share"
"259","112","1","Steak Burrito","Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream","$8.99 ","1050","40","15","0","135","2575","113","17","7","56.5","51","40","59","49","0.525","0.615384615384615","0.75","0","0.45","1.07291666666667","0.376666666666667","0.68","0.0777777777777778","1.13","0.51","0.4","0.59","0.49"
"260","112","1","Steak Bowl","Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream","$8.99 ","750","30","14","0","135","1885","67","14","7","49.5","51","40","39","34","0.375","0.461538461538462","0.7","0","0.45","0.785416666666667","0.223333333333333","0.56","0.0777777777777778","0.99","0.51","0.4","0.39","0.34"
"261","113","1","Steak Bowl","Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream","$8.99 ","690","22.5","9","0","105","1315","75","16","8","45.5","25","12","16","34","0.345","0.346153846153846","0.45","0","0.35","0.547916666666667","0.25","0.64","0.0888888888888889","0.91","0.25","0.12","0.16","0.34"
"262","113","1","Canned Soda","Mountain Dew","$1.09 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"263","114","1","Steak Bowl","Fresh Tomato Salsa, Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce","$11.75 ","680","46","17.5","0","135","1295","22","9","9","42","78","72","36","28","0.34","0.707692307692308","0.875","0","0.45","0.539583333333333","0.0733333333333333","0.36","0.1","0.84","0.78","0.72","0.36","0.28"
"264","114","1","Canned Soft Drink","Coke","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"265","115","1","Steak Burrito","Roasted Chili Corn Salsa (Medium), Black Beans, Rice","$8.99 ","875","23","3","0","65","1975","120","19","6","50.5","17","12","28","49","0.4375","0.353846153846154","0.15","0","0.216666666666667","0.822916666666667","0.4","0.76","0.0666666666666667","1.01","0.17","0.12","0.28","0.49"
"266","115","1","Chips and Fresh Tomato Salsa","NULL","$2.39 ","590","27","3.5","0","0","630","78","9","7","9","15","27","6","8","0.295","0.415384615384615","0.175","0","0","0.2625","0.26","0.36","0.0777777777777778","0.18","0.15","0.27","0.06","0.08"
"267","116","1","Steak Soft Tacos","Fresh Tomato Salsa, Rice, Cheese, Lettuce","$9.25 ","710","18","7","0","95","1125","88","9","4","43.5","66","35","32","30","0.355","0.276923076923077","0.35","0","0.316666666666667","0.46875","0.293333333333333","0.36","0.0444444444444444","0.87","0.66","0.35","0.32","0.3"
"268","116","1","Chips and Fresh Tomato Salsa","NULL","$2.95 ","590","27","3.5","0","0","630","78","9","7","9","15","27","6","8","0.295","0.415384615384615","0.175","0","0","0.2625","0.26","0.36","0.0777777777777778","0.18","0.15","0.27","0.06","0.08"
"269","117","1","Barbacoa Soft Tacos","Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Cheese, Sour Cream, Lettuce","$8.99 ","735","26","14.5","0","135","1580","75","20","4","42","79","20","41","35","0.3675","0.4","0.725","0","0.45","0.658333333333333","0.25","0.8","0.0444444444444444","0.84","0.79","0.2","0.41","0.35"
"270","117","1","Chips and Guacamole","NULL","$3.99 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"271","118","1","Chicken Burrito","Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream","$8.49 ","1015","39","16","0","195","2145","107","15.5","5","57","30","32","60","41","0.5075","0.6","0.8","0","0.65","0.89375","0.356666666666667","0.62","0.0555555555555556","1.14","0.3","0.32","0.6","0.41"
"272","118","1","Chips and Tomatillo-Green Chili Salsa","NULL","$2.39 ","590","27","3.5","0","0","670","77","9","6","8.5","5","22","6","9","0.295","0.415384615384615","0.175","0","0","0.279166666666667","0.256666666666667","0.36","0.0666666666666667","0.17","0.05","0.22","0.06","0.09"
"273","119","1","Chicken Burrito","Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce","$8.49 ","1120","41","16","0","195","2605","129","20.5","12","61.5","83","87","62","48","0.56","0.630769230769231","0.8","0","0.65","1.08541666666667","0.43","0.82","0.133333333333333","1.23","0.83","0.87","0.62","0.48"
"274","119","1","Chicken Burrito","Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream, Lettuce","$8.49 ","1085","40.5","16","0","195","2185","121","20.5","7","60.5","65","24","57","44","0.5425","0.623076923076923","0.8","0","0.65","0.910416666666667","0.403333333333333","0.82","0.0777777777777778","1.21","0.65","0.24","0.57","0.44"
"275","120","1","Chicken Burrito","Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese","$8.49 ","910","30.5","9","0","155","2325","107","18.5","2","56.5","38","4","49","40","0.455","0.469230769230769","0.45","0","0.516666666666667","0.96875","0.356666666666667","0.74","0.0222222222222222","1.13","0.38","0.04","0.49","0.4"
"276","120","1","Side of Chips","NULL","$1.69 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"277","121","1","Chicken Burrito","Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream","$8.49 ","1020","39","16","0","195","2065","109","17.5","6","58.5","41","29","59","40","0.51","0.6","0.8","0","0.65","0.860416666666667","0.363333333333333","0.7","0.0666666666666667","1.17","0.41","0.29","0.59","0.4"
"278","121","1","Chips and Guacamole","NULL","$3.99 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"279","122","1","Steak Soft Tacos","Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Lettuce","$8.99 ","715","19","7","0","95","1415","87","10","2","43.5","71","10","30","30","0.3575","0.292307692307692","0.35","0","0.316666666666667","0.589583333333333","0.29","0.4","0.0222222222222222","0.87","0.71","0.1","0.3","0.3"
"280","122","1","Side of Chips","NULL","$1.69 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"281","122","1","Canned Soda","Coca Cola","$1.09 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"282","123","2","Steak Salad Bowl","Tomatillo Red Chili Salsa, Black Beans, Cheese, Guacamole","$23.78 ","940","63","15","0","105","2495","56","23","16","46.5","77","19","28","36","0.47","0.969230769230769","0.75","0","0.35","1.03958333333333","0.186666666666667","0.92","0.177777777777778","0.93","0.77","0.19","0.28","0.36"
"283","124","2","Chicken Bowl","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream","$17.50 ","720","29","15","0","195","1375","63","14.5","6","51.5","41","29","39","25","0.36","0.446153846153846","0.75","0","0.65","0.572916666666667","0.21","0.58","0.0666666666666667","1.03","0.41","0.29","0.39","0.25"
"284","124","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"285","124","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Cheese, Sour Cream","$8.75 ","600","28","15","0","195","1115","41","2.5","5","44.5","37","27","35","15","0.3","0.430769230769231","0.75","0","0.65","0.464583333333333","0.136666666666667","0.1","0.0555555555555556","0.89","0.37","0.27","0.35","0.15"
"286","125","1","Steak Bowl","Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Lettuce","$9.25 ","480","12.5","2","0","65","1195","57","6","7","37.5","52","50","6","28","0.24","0.192307692307692","0.1","0","0.216666666666667","0.497916666666667","0.19","0.24","0.0777777777777778","0.75","0.52","0.5","0.06","0.28"
"287","125","1","Steak Bowl","Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce","$9.25 ","795","30","14","0","135","1505","77","17","8","51.5","67","22","36","36","0.3975","0.461538461538462","0.7","0","0.45","0.627083333333333","0.256666666666667","0.68","0.0888888888888889","1.03","0.67","0.22","0.36","0.36"
"288","125","1","Veggie Bowl","Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce","$8.75 ","645","24.5","12","0","70","1525","83","19","11","23.5","73","82","38","25","0.3225","0.376923076923077","0.6","0","0.233333333333333","0.635416666666667","0.276666666666667","0.76","0.122222222222222","0.47","0.73","0.82","0.38","0.25"
"289","125","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"290","126","1","Chicken Burrito","Fresh Tomato Salsa, Rice, Cheese, Sour Cream","$8.75 ","900","38","16","0","195","1805","87","5.5","5","51.5","37","27","55","30","0.45","0.584615384615385","0.8","0","0.65","0.752083333333333","0.29","0.22","0.0555555555555556","1.03","0.37","0.27","0.55","0.3"
"291","126","1","Chicken Bowl","Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce","$11.25 ","820","36","6.5","0","125","1820","85","24.5","8","48.5","61","61","13","38","0.41","0.553846153846154","0.325","0","0.416666666666667","0.758333333333333","0.283333333333333","0.98","0.0888888888888889","0.97","0.61","0.61","0.13","0.38"
"292","127","1","Chicken Bowl","Tomatillo Green Chili Salsa, Rice, Sour Cream, Guacamole, Lettuce","$11.25 ","715","42.5","13.5","0","165","1090","44","8.5","3","39.5","57","19","15","22","0.3575","0.653846153846154","0.675","0","0.55","0.454166666666667","0.146666666666667","0.34","0.0333333333333333","0.79","0.57","0.19","0.15","0.22"
"293","127","1","Canned Soft Drink","Sprite","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"294","128","1","Steak Soft Tacos","Fresh Tomato Salsa, Cheese, Sour Cream","$9.25 ","635","23.5","14","0","135","780","54","7","6","42","32","25","38","23","0.3175","0.361538461538462","0.7","0","0.45","0.325","0.18","0.28","0.0666666666666667","0.84","0.32","0.25","0.38","0.23"
"295","128","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"296","128","1","Veggie Salad Bowl","Fresh Tomato Salsa, Fajita Vegetables, Lettuce, Guacamole, Sour Cream, Cheese, Black Beans, Rice","$11.25 ","1085","70","20","0","80","2630","98","25","23","24","93","104","42","30","0.5425","1.07692307692308","1","0","0.266666666666667","1.09583333333333","0.326666666666667","1","0.255555555555556","0.48","0.93","1.04","0.42","0.3"
"297","129","1","Steak Burrito","Tomatillo Green Chili Salsa, Rice, Cheese, Guacamole","$11.75 ","1005","50","11.5","0","95","1950","91","10","2","48.5","23","7","46","42","0.5025","0.769230769230769","0.575","0","0.316666666666667","0.8125","0.303333333333333","0.4","0.0222222222222222","0.97","0.23","0.07","0.46","0.42"
"298","129","1","Steak Burrito","Tomatillo Green Chili Salsa, Rice, Cheese, Guacamole","$11.75 ","1005","50","11.5","0","95","1950","91","10","2","48.5","23","7","46","42","0.5025","0.769230769230769","0.575","0","0.316666666666667","0.8125","0.303333333333333","0.4","0.0222222222222222","0.97","0.23","0.07","0.46","0.42"
"299","129","1","6 Pack Soft Drink","Sprite","$6.49 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"300","130","1","Steak Soft Tacos","Tomatillo-Red Chili Salsa (Hot), Lettuce","$8.99 ","430","7.5","2","0","65","850","52","9","2","34","57","10","8","25","0.215","0.115384615384615","0.1","0","0.216666666666667","0.354166666666667","0.173333333333333","0.36","0.0222222222222222","0.68","0.57","0.1","0.08","0.25"
"301","130","1","Chips and Tomatillo-Red Chili Salsa","NULL","$2.39 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"302","131","1","Chicken Bowl","Fresh Tomato Salsa (Mild), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce","$8.49 ","625","28.5","15","0","195","1285","46","4.5","7","45.5","76","67","37","19","0.3125","0.438461538461538","0.75","0","0.65","0.535416666666667","0.153333333333333","0.18","0.0777777777777778","0.91","0.76","0.67","0.37","0.19"
"303","131","1","Chips and Fresh Tomato Salsa","NULL","$2.39 ","590","27","3.5","0","0","630","78","9","7","9","15","27","6","8","0.295","0.415384615384615","0.175","0","0","0.2625","0.26","0.36","0.0777777777777778","0.18","0.15","0.27","0.06","0.08"
"304","132","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce","$11.25 ","955","51","18.5","0","195","1750","72","21.5","7","53.5","83","46","41","34","0.4775","0.784615384615385","0.925","0","0.65","0.729166666666667","0.24","0.86","0.0777777777777778","1.07","0.83","0.46","0.41","0.34"
"305","132","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce","$8.75 ","725","29","15","0","195","1375","64","15.5","6","51.5","76","39","39","27","0.3625","0.446153846153846","0.75","0","0.65","0.572916666666667","0.213333333333333","0.62","0.0666666666666667","1.03","0.76","0.39","0.39","0.27"
"306","132","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"307","133","1","Steak Bowl","Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream","$8.99 ","690","22.5","9","0","105","1315","75","16","8","45.5","25","12","16","34","0.345","0.346153846153846","0.45","0","0.35","0.547916666666667","0.25","0.64","0.0888888888888889","0.91","0.25","0.12","0.16","0.34"
"308","133","1","Side of Chips","NULL","$1.69 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"309","134","1","Chicken Burrito","Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Lettuce","$8.75 ","915","30.5","9","0","155","2325","108","19.5","2","56.5","73","14","49","42","0.4575","0.469230769230769","0.45","0","0.516666666666667","0.96875","0.36","0.78","0.0222222222222222","1.13","0.73","0.14","0.49","0.42"
"310","134","1","Chicken Burrito","Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce","$11.25 ","1260","62","19.5","0","195","2730","117","25.5","5","60.5","88","21","59","49","0.63","0.953846153846154","0.975","0","0.65","1.1375","0.39","1.02","0.0555555555555556","1.21","0.88","0.21","0.59","0.49"
"311","134","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"312","135","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"313","135","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream","$8.75 ","720","29","15","0","195","1375","63","14.5","6","51.5","41","29","39","25","0.36","0.446153846153846","0.75","0","0.65","0.572916666666667","0.21","0.58","0.0666666666666667","1.03","0.41","0.29","0.39","0.25"
"314","136","1","Chicken Soft Tacos","Tomatillo-Red Chili Salsa (Hot), Fajita Veggies","$8.49 ","435","8.5","3","0","125","1010","53","9.5","3","37","24","32","11","18","0.2175","0.130769230769231","0.15","0","0.416666666666667","0.420833333333333","0.176666666666667","0.38","0.0333333333333333","0.74","0.24","0.32","0.11","0.18"
"315","136","1","Steak Burrito","Tomatillo-Green Chili Salsa (Medium), Cheese, Lettuce","$8.99 ","615","24","8","0","95","1450","54","5","3","43.5","49","30","44","35","0.3075","0.369230769230769","0.4","0","0.316666666666667","0.604166666666667","0.18","0.2","0.0333333333333333","0.87","0.49","0.3","0.44","0.35"
"316","137","2","Chicken Salad Bowl","Fresh Tomato Salsa, Fajita Vegetables","$17.50 ","495","32.5","7.5","0","135","1540","28","5.5","17","34.5","56","67","7","14","0.2475","0.5","0.375","0","0.45","0.641666666666667","0.0933333333333333","0.22","0.188888888888889","0.69","0.56","0.67","0.07","0.14"
"317","138","1","Chicken Burrito","Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese","$8.49 ","865","30.5","9","0","155","2065","101","8.5","6","52.5","22","42","47","34","0.4325","0.469230769230769","0.45","0","0.516666666666667","0.860416666666667","0.336666666666667","0.34","0.0666666666666667","1.05","0.22","0.42","0.47","0.34"
"318","138","1","Canned Soda","Diet Coke","$1.09 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"319","138","1","Bottled Water","NULL","$1.09 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"320","139","1","Chicken Bowl","Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream","$8.75 ","640","22","10","0","165","1355","66","15.5","8","46.5","38","59","21","27","0.32","0.338461538461538","0.5","0","0.55","0.564583333333333","0.22","0.62","0.0888888888888889","0.93","0.38","0.59","0.21","0.27"
"321","139","1","Canned Soft Drink","Coke","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"322","139","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"323","140","1","Steak Burrito","Fresh Tomato (Mild), Lettuce, Guacamole, Rice, Cheese","$11.08 ","1010","50","11.5","0","95","1950","92","11","2","48.5","58","17","46","44","0.505","0.769230769230769","0.575","0","0.316666666666667","0.8125","0.306666666666667","0.44","0.0222222222222222","0.97","0.58","0.17","0.46","0.44"
"324","141","1","Chicken Burrito","Roasted Chili Corn Salsa (Medium), Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce","$8.49 ","1220","42","16","0","195","2655","146","31.5","10","67.5","72","64","64","56","0.61","0.646153846153846","0.8","0","0.65","1.10625","0.486666666666667","1.26","0.111111111111111","1.35","0.72","0.64","0.64","0.56"
"325","141","1","Chicken Soft Tacos","Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Veggies, Cheese, Lettuce","$8.49 ","805","21.5","8","0","155","1905","105","14.5","7","49.5","77","52","33","29","0.4025","0.330769230769231","0.4","0","0.516666666666667","0.79375","0.35","0.58","0.0777777777777778","0.99","0.77","0.52","0.33","0.29"
"326","142","1","Steak Burrito","Roasted Chili Corn Salsa (Medium), Rice","$8.99 ","755","22","3","0","65","1715","98","7","5","43.5","13","10","24","39","0.3775","0.338461538461538","0.15","0","0.216666666666667","0.714583333333333","0.326666666666667","0.28","0.0555555555555556","0.87","0.13","0.1","0.24","0.39"
"327","142","1","Chips and Fresh Tomato Salsa","NULL","$2.39 ","590","27","3.5","0","0","630","78","9","7","9","15","27","6","8","0.295","0.415384615384615","0.175","0","0","0.2625","0.26","0.36","0.0777777777777778","0.18","0.15","0.27","0.06","0.08"
"328","143","1","Chicken Bowl","Tomatillo Red Chili Salsa, Rice, Cheese","$8.75 ","490","19.5","8","0","155","1375","39","3.5","1","42.5","34","2","25","15","0.245","0.3","0.4","0","0.516666666666667","0.572916666666667","0.13","0.14","0.0111111111111111","0.85","0.34","0.02","0.25","0.15"
"329","143","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"330","143","1","Bottled Water","NULL","$1.50 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"331","144","1","Chicken Burrito","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce","$11.25 ","1255","61","19.5","0","195","2440","118","24.5","7","60.5","83","46","61","49","0.6275","0.938461538461538","0.975","0","0.65","1.01666666666667","0.393333333333333","0.98","0.0777777777777778","1.21","0.83","0.46","0.61","0.49"
"332","144","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"333","145","1","Chicken Soft Tacos","Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Lettuce","$8.49 ","935","29","15","0","195","1405","109","21.5","6","54.5","76","39","45","33","0.4675","0.446153846153846","0.75","0","0.65","0.585416666666667","0.363333333333333","0.86","0.0666666666666667","1.09","0.76","0.39","0.45","0.33"
"334","145","1","Chicken Soft Tacos","Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream","$8.49 ","810","28","15","0","195","1145","86","8.5","5","47.5","37","27","41","21","0.405","0.430769230769231","0.75","0","0.65","0.477083333333333","0.286666666666667","0.34","0.0555555555555556","0.95","0.37","0.27","0.41","0.21"
"335","146","1","Barbacoa Burrito","Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce","$11.75 ","1185","53","12","0","95","2750","130","27","6","52.5","70","29","50","58","0.5925","0.815384615384615","0.6","0","0.316666666666667","1.14583333333333","0.433333333333333","1.08","0.0666666666666667","1.05","0.7","0.29","0.5","0.58"
"336","146","1","Steak Burrito","Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Lettuce","$9.25 ","880","30","8","0","95","2075","104","9","7","50.5","59","50","46","43","0.44","0.461538461538462","0.4","0","0.316666666666667","0.864583333333333","0.346666666666667","0.36","0.0777777777777778","1.01","0.59","0.5","0.46","0.43"
"337","147","1","Steak Bowl","Tomatillo Red Chili Salsa, Fajita Vegetables, Cheese, Guacamole, Lettuce","$11.75 ","570","37.5","10.5","0","95","1555","20","10","5","40","75","47","26","28","0.285","0.576923076923077","0.525","0","0.316666666666667","0.647916666666667","0.0666666666666667","0.4","0.0555555555555556","0.8","0.75","0.47","0.26","0.28"
"338","147","1","Canned Soft Drink","Coke","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"339","148","1","Chicken Burrito","Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole","$11.25 ","1260","62","19.5","0","195","2730","117","25.5","5","60.5","88","21","59","49","0.63","0.953846153846154","0.975","0","0.65","1.1375","0.39","1.02","0.0555555555555556","1.21","0.88","0.21","0.59","0.49"
"340","148","1","Chicken Burrito","Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce","$8.75 ","1000","39","16","0","195","1895","104","15.5","3","56.5","60","22","58","40","0.5","0.6","0.8","0","0.65","0.789583333333333","0.346666666666667","0.62","0.0333333333333333","1.13","0.6","0.22","0.58","0.4"
"341","148","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"342","148","1","6 Pack Soft Drink","Diet Coke","$6.49 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"343","149","1","Steak Soft Tacos","Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce","$9.25 ","845","28","14","0","135","1325","93","10","8","46.5","78","65","42","32","0.4225","0.430769230769231","0.7","0","0.45","0.552083333333333","0.31","0.4","0.0888888888888889","0.93","0.78","0.65","0.42","0.32"
"344","149","1","Chips and Fresh Tomato Salsa","NULL","$2.95 ","590","27","3.5","0","0","630","78","9","7","9","15","27","6","8","0.295","0.415384615384615","0.175","0","0","0.2625","0.26","0.36","0.0777777777777778","0.18","0.15","0.27","0.06","0.08"
"345","149","1","Chicken Soft Tacos","Fresh Tomato Salsa, Fajita Vegetables, Cheese, Guacamole, Lettuce","$11.25 ","765","37","11.5","0","155","1285","64","15.5","6","45","68","74","35","27","0.3825","0.569230769230769","0.575","0","0.516666666666667","0.535416666666667","0.213333333333333","0.62","0.0666666666666667","0.9","0.68","0.74","0.35","0.27"
"346","149","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"347","149","1","Canned Soft Drink","Lemonade","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"348","149","1","Canned Soft Drink","Sprite","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"349","150","1","Chicken Bowl","Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce","$8.49 ","630","29.5","15","0","195","1575","45","5.5","5","45.5","81","42","35","19","0.315","0.453846153846154","0.75","0","0.65","0.65625","0.15","0.22","0.0555555555555556","0.91","0.81","0.42","0.35","0.19"
"350","150","1","Chips and Tomatillo-Red Chili Salsa","NULL","$2.39 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"351","150","2","Canned Soda","Diet Coke","$2.18 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"352","151","1","Chicken Burrito","Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese","$8.49 ","910","30.5","9","0","155","2325","107","18.5","2","56.5","38","4","49","40","0.455","0.469230769230769","0.45","0","0.516666666666667","0.96875","0.356666666666667","0.74","0.0222222222222222","1.13","0.38","0.04","0.49","0.4"
"353","151","2","Canned Soda","Coca Cola","$2.18 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
